,term,class_number,num_people_enrolled,total_class_size,Prof Name
1855,Spring 2017,CSC 211 [01 ],40,40,Chin Wong
1856,Spring 2017,CSC 220 [01 ],40,40,Chin Wong
1857,Spring 2017,CSC 220 [02 ],41,40,Chin Wong
1858,Spring 2017,CSC 220 [03 ],52,50,Chin Wong
1859,Spring 2017,CSC 220 [05 ],36,40,Juris Puchin
1860,Spring 2017,CSC 230 [01 ],47,45,Katherine Fotion
1861,Spring 2017,CSC 230 [02 ],45,45,Daniel Tomasevich
1862,Spring 2017,CSC 230 [03 ],49,50,Ulf Wostner
1863,Spring 2017,CSC 230 [04 ],53,45,Joshua Rhodes
1864,Spring 2017,CSC 256 [01 ],65,55,Anthony Souza
1865,Spring 2017,CSC 256 [02 ],66,55,Anthony Souza
1866,Spring 2017,CSC 300GW [01 ],28,25,Daniel Tomasevich
1867,Spring 2017,CSC 300GW [02 ],29,25,Daniel Tomasevich
1868,Spring 2017,CSC 300GW [03 ],28,25,Daniel Tomasevich
1869,Spring 2017,CSC 300GW [04 ],28,25,Daniel Tomasevich
1870,Spring 2017,CSC 309 [01 ],47,55,Andrew Scott
1871,Spring 2017,CSC 340 [01 ],44,45,Hui Yang
1872,Spring 2017,CSC 340 [02 ],44,45,Hui Yang
1873,Spring 2017,CSC 340 [03 ],40,40,Omar Shaikh
1874,Spring 2017,CSC 340 [05 ],38,50,Premdeep Amudala
1875,Spring 2017,CSC 412 [01 ],41,40,Tsun-Yuk Hsu
1876,Spring 2017,CSC 412 [02 ],40,40,Tsun-Yuk Hsu
1877,Spring 2017,CSC 412 [03 ],39,40,Tsun-Yuk Hsu
1878,Spring 2017,CSC 413 [01 ],22,40,Barry Levine
1879,Spring 2017,CSC 413 [02 ],24,40,Barry Levine
1880,Spring 2017,CSC 413 [03 ],50,55,Jd Roberts
1881,Spring 2017,CSC 415 [01 ],49,50,John Baldwin
1882,Spring 2017,CSC 415 [03 ],47,45,Omar Shaikh
1883,Spring 2017,CSC 510 [01 ],45,40,Robert Wall
1884,Spring 2017,CSC 510 [02 ],46,45,Robert Wall
1885,Spring 2017,CSC 510 [03 ],14,40,Rahul Singh
1886,Spring 2017,CSC 520 [01 ],56,50,Matthew Pico
1887,Spring 2017,CSC 600 [01 ],39,40,Jozo Dujmovic
1888,Spring 2017,CSC 600 [02 ],66,50,Jozo Dujmovic
1889,Spring 2017,CSC 621 [01 ],19,20,Kazunori Okada
1890,Spring 2017,CSC 631 [01 ],43,35,Omar Shaikh
1891,Spring 2017,CSC 641 [01 ],13,30,Jozo Dujmovic
1892,Spring 2017,CSC 645 [01 ],35,40,Hao Yue
1893,Spring 2017,CSC 648 [01 ],44,35,Anthony Souza
1894,Spring 2017,CSC 648 [02 ],35,35,Anthony Souza
1895,Spring 2017,CSC 650 [01 ],41,50,Hao Yue
1896,Spring 2017,CSC 656 [01 ],41,50,Tsun-Yuk Hsu
1897,Spring 2017,CSC 667 [01 ],45,55,Jd Roberts
1898,Spring 2017,CSC 668 [01 ],22,30,Barry Levine
1899,Spring 2017,CSC 675 [01 ],43,40,Anagha Kulkarni
1900,Spring 2017,CSC 675 [02 ],41,40,Maryam Hasan
1901,Spring 2017,CSC 694 [01 ],1,15,Dragutin Petkovic
1902,Spring 2017,CSC 699 [01 ],0,15,To be announced
1903,Spring 2017,CSC 720 [01 ],10,20,Arno Puder
1904,Spring 2017,CSC 745 [01 ],9,10,Hao Yue
1905,Spring 2017,CSC 775 [01 ],3,15,Anagha Kulkarni
1906,Spring 2017,CSC 775 [02 ],3,10,Maryam Hasan
1907,Spring 2017,CSC 780 [01 ],18,20,Christopher Kriese
1908,Spring 2017,CSC 821 [01 ],1,10,Kazunori Okada
1909,Spring 2017,CSC 831 [01 ],2,10,Omar Shaikh
1910,Spring 2017,CSC 841 [01 ],0,10,Jozo Dujmovic
1911,Spring 2017,CSC 848 [01 ],2,5,Anthony Souza
1912,Spring 2017,CSC 848 [02 ],2,5,Anthony Souza
1913,Spring 2017,CSC 849 [01 ],14,20,Anagha Kulkarni
1914,Spring 2017,CSC 867 [01 ],6,10,Jd Roberts
1915,Spring 2017,CSC 868 [01 ],4,10,Barry Levine
1916,Spring 2017,CSC 869 [01 ],16,20,Hui Yang
1917,Spring 2017,CSC 877 [01 ],10,20,Rahul Singh
1918,Spring 2017,CSC 890 [01 ],6,20,Rahul Singh
1919,Spring 2017,CSC 893 [01 ],2,15,To be announced
1920,Spring 2017,CSC 895 [01 ],0,5,To be announced
1921,Spring 2017,CSC 897 [01 ],0,5,To be announced
1922,Spring 2017,CSC 898 [01 ],0,5,To be announced
1923,Spring 2017,CSC 899 [01 ],0,10,To be announced
1924,Spring 2017,CSC 675 [02 ],41,40,Maryam Hasan
1925,Spring 2017,CSC 694 [01 ],1,15,Dragutin Petkovic
1926,Spring 2017,CSC 699 [01 ],0,15,To be announced
1927,Spring 2017,CSC 720 [01 ],10,20,Arno Puder
1928,Spring 2017,CSC 745 [01 ],9,10,Hao Yue
1929,Spring 2017,CSC 775 [01 ],3,15,Anagha Kulkarni
1930,Spring 2017,CSC 775 [02 ],3,10,Maryam Hasan
1931,Spring 2017,CSC 780 [01 ],18,20,Christopher Kriese
1932,Spring 2017,CSC 821 [01 ],1,10,Kazunori Okada
1933,Spring 2017,CSC 831 [01 ],2,10,Omar Shaikh
1934,Spring 2017,CSC 841 [01 ],0,10,Jozo Dujmovic
1935,Spring 2017,CSC 848 [01 ],2,5,Anthony Souza
1936,Spring 2017,CSC 848 [02 ],2,5,Anthony Souza
1937,Spring 2017,CSC 849 [01 ],14,20,Anagha Kulkarni
1938,Spring 2017,CSC 867 [01 ],6,10,Jd Roberts
1939,Spring 2017,CSC 868 [01 ],4,10,Barry Levine
1940,Spring 2017,CSC 869 [01 ],16,20,Hui Yang
1941,Spring 2017,CSC 877 [01 ],10,20,Rahul Singh
1942,Spring 2017,CSC 890 [01 ],6,20,Rahul Singh
1943,Spring 2017,CSC 893 [01 ],2,15,To be announced
1944,Spring 2017,CSC 895 [01 ],0,5,To be announced
1945,Spring 2017,CSC 897 [01 ],0,5,To be announced
1946,Spring 2017,CSC 898 [01 ],0,5,To be announced
1947,Spring 2017,CSC 899 [01 ],0,10,To be announced
1948,Spring 2017,CSC 675 [02 ],41,40,Maryam Hasan
1949,Spring 2017,CSC 694 [01 ],1,15,Dragutin Petkovic
1950,Spring 2017,CSC 699 [01 ],0,15,To be announced
1951,Spring 2017,CSC 720 [01 ],10,20,Arno Puder
1952,Spring 2017,CSC 745 [01 ],9,10,Hao Yue
1953,Spring 2017,CSC 775 [01 ],3,15,Anagha Kulkarni
1954,Spring 2017,CSC 775 [02 ],3,10,Maryam Hasan
1955,Spring 2017,CSC 780 [01 ],18,20,Christopher Kriese
1956,Spring 2017,CSC 821 [01 ],1,10,Kazunori Okada
1957,Spring 2017,CSC 831 [01 ],2,10,Omar Shaikh
1958,Spring 2017,CSC 841 [01 ],0,10,Jozo Dujmovic
1959,Spring 2017,CSC 848 [01 ],2,5,Anthony Souza
1960,Spring 2017,CSC 848 [02 ],2,5,Anthony Souza
1961,Spring 2017,CSC 849 [01 ],14,20,Anagha Kulkarni
1962,Spring 2017,CSC 867 [01 ],6,10,Jd Roberts
1963,Spring 2017,CSC 868 [01 ],4,10,Barry Levine
1964,Spring 2017,CSC 869 [01 ],16,20,Hui Yang
1965,Spring 2017,CSC 877 [01 ],10,20,Rahul Singh
1966,Spring 2017,CSC 890 [01 ],6,20,Rahul Singh
1967,Spring 2017,CSC 893 [01 ],2,15,To be announced
1968,Spring 2017,CSC 895 [01 ],0,5,To be announced
1969,Spring 2017,CSC 897 [01 ],0,5,To be announced
1970,Spring 2017,CSC 898 [01 ],0,5,To be announced
1971,Spring 2017,CSC 899 [01 ],0,10,To be announced
1972,Spring 2017,CSC 675 [02 ],41,40,Maryam Hasan
1973,Spring 2017,CSC 694 [01 ],1,15,Dragutin Petkovic
1974,Spring 2017,CSC 699 [01 ],0,15,To be announced
1975,Spring 2017,CSC 720 [01 ],10,20,Arno Puder
1976,Spring 2017,CSC 745 [01 ],9,10,Hao Yue
1977,Spring 2017,CSC 775 [01 ],3,15,Anagha Kulkarni
1978,Spring 2017,CSC 775 [02 ],3,10,Maryam Hasan
1979,Spring 2017,CSC 780 [01 ],18,20,Christopher Kriese
1980,Spring 2017,CSC 821 [01 ],1,10,Kazunori Okada
1981,Spring 2017,CSC 831 [01 ],2,10,Omar Shaikh
1982,Spring 2017,CSC 841 [01 ],0,10,Jozo Dujmovic
1983,Spring 2017,CSC 848 [01 ],2,5,Anthony Souza
1984,Spring 2017,CSC 848 [02 ],2,5,Anthony Souza
1985,Spring 2017,CSC 849 [01 ],14,20,Anagha Kulkarni
1986,Spring 2017,CSC 867 [01 ],6,10,Jd Roberts
1987,Spring 2017,CSC 868 [01 ],4,10,Barry Levine
1988,Spring 2017,CSC 869 [01 ],16,20,Hui Yang
1989,Spring 2017,CSC 877 [01 ],10,20,Rahul Singh
1990,Spring 2017,CSC 890 [01 ],6,20,Rahul Singh
1991,Spring 2017,CSC 893 [01 ],2,15,To be announced
1992,Spring 2017,CSC 895 [01 ],0,5,To be announced
1993,Spring 2017,CSC 897 [01 ],0,5,To be announced
1994,Spring 2017,CSC 898 [01 ],0,5,To be announced
1995,Spring 2017,CSC 899 [01 ],0,10,To be announced
1996,Fall 2017,CSC 210 [01 ],70,50,Duc Ta
1997,Fall 2017,CSC 210 [02 ],58,50,Yordanos Mogos
1998,Fall 2017,CSC 210 [03 ],68,50,Trevor Gokey
1999,Fall 2017,CSC 210 [04 ],49,50,Christopher Erwin
2000,Fall 2017,CSC 211 [01 ],31,40,Chin Wong
2001,Fall 2017,CSC 220 [01 ],45,40,Chin Wong
2002,Fall 2017,CSC 220 [02 ],43,40,Chin Wong
2003,Fall 2017,CSC 220 [03 ],49,45,Duc Ta
2004,Fall 2017,CSC 220 [04 ],51,50,Premdeep Amudala
2005,Fall 2017,CSC 230 [01 ],52,45,Kazunori Okada
2006,Fall 2017,CSC 230 [02 ],47,40,Kazunori Okada
2007,Fall 2017,CSC 230 [03 ],42,40,Daniel Tomasevich
2008,Fall 2017,CSC 256 [01 ],59,60,Premdeep Amudala
2009,Fall 2017,CSC 256 [02 ],61,60,Premdeep Amudala
2010,Fall 2017,CSC 300GW [01 ],31,25,Daniel Tomasevich
2011,Fall 2017,CSC 300GW [02 ],30,25,Daniel Tomasevich
2012,Fall 2017,CSC 300GW [03 ],30,25,Daniel Tomasevich
2013,Fall 2017,CSC 300GW [04 ],29,25,Daniel Tomasevich
2014,Fall 2017,CSC 340 [01 ],44,45,Hui Yang
2015,Fall 2017,CSC 340 [02 ],44,45,Hui Yang
2016,Fall 2017,CSC 340 [03 ],51,50,Brook Thomas
2017,Fall 2017,CSC 340 [04 ],56,40,Brook Thomas
2018,Fall 2017,CSC 340 [05 ],39,50,Premdeep Amudala
2019,Fall 2017,CSC 412 [01 ],43,40,Tsun-Yuk Hsu
2020,Fall 2017,CSC 412 [02 ],45,40,Tsun-Yuk Hsu
2021,Fall 2017,CSC 412 [03 ],43,40,Tsun-Yuk Hsu
2022,Fall 2017,CSC 412 [04 ],44,40,Tsun-Yuk Hsu
2023,Fall 2017,CSC 413 [01 ],38,40,Anthony Souza
2024,Fall 2017,CSC 413 [02 ],46,45,Anthony Souza
2025,Fall 2017,CSC 413 [03 ],18,45,Jd Roberts
2026,Fall 2017,CSC 413 [04 ],30,45,Brian Parra
2027,Fall 2017,CSC 415 [01 ],41,50,Hao Yue
2028,Fall 2017,CSC 415 [02 ],53,50,Anthony Souza
2029,Fall 2017,CSC 510 [01 ],38,45,Robert Wall
2030,Fall 2017,CSC 510 [02 ],47,60,Robert Wall
2031,Fall 2017,CSC 510 [03 ],11,40,Trevor Gokey
2032,Fall 2017,CSC 520 [01 ],59,60,Matthew Pico
2033,Fall 2017,CSC 600 [01 ],33,40,Jozo Dujmovic
2034,Fall 2017,CSC 600 [02 ],43,60,Jozo Dujmovic
2035,Fall 2017,CSC 600 [03 ],43,40,Anthony Souza
2036,Fall 2017,CSC 641 [01 ],27,30,Jozo Dujmovic
2037,Fall 2017,CSC 645 [01 ],29,35,Hao Yue
2038,Fall 2017,CSC 648 [01 ],35,35,Anthony Souza
2039,Fall 2017,CSC 648 [02 ],41,35,Anthony Souza
2040,Fall 2017,CSC 667 [01 ],40,45,Jd Roberts
2041,Fall 2017,CSC 675 [01 ],46,40,Anagha Kulkarni
2042,Fall 2017,CSC 675 [02 ],38,40,Maryam Hasan
2043,Fall 2017,CSC 690 [01 ],32,50,Tsun-Yuk Hsu
2044,Fall 2017,CSC 694 [01 ],0,36,To be announced
2045,Fall 2017,CSC 699 [01 ],0,15,To be announced
2046,Fall 2017,CSC 720 [01 ],12,20,Arno Puder
2047,Fall 2017,CSC 745 [01 ],7,10,Hao Yue
2048,Fall 2017,CSC 775 [01 ],5,10,Anagha Kulkarni
2049,Fall 2017,CSC 775 [02 ],1,10,Maryam Hasan
2050,Fall 2017,CSC 780 [01 ],13,20,Christopher Kriese
2051,Fall 2017,CSC 810 [01 ],29,40,Chin Wong
2052,Fall 2017,CSC 841 [01 ],0,10,Jozo Dujmovic
2053,Fall 2017,CSC 848 [01 ],3,5,Anthony Souza
2054,Fall 2017,CSC 848 [02 ],7,10,Anthony Souza
2055,Fall 2017,CSC 857 [01 ],6,20,Rahul Singh
2056,Fall 2017,CSC 867 [01 ],12,10,Jd Roberts
2057,Fall 2017,CSC 872 [01 ],19,20,Kazunori Okada
2058,Fall 2017,CSC 877 [01 ],8,20,Rahul Singh
2059,Fall 2017,CSC 890 [01 ],13,20,Hui Yang
2060,Fall 2017,CSC 893 [01 ],0,10,To be announced
2061,Fall 2017,CSC 895 [01 ],0,0,To be announced
2062,Fall 2017,CSC 897 [01 ],0,24,To be announced
2063,Fall 2017,CSC 898 [01 ],0,0,To be announced
2064,Fall 2017,CSC 899 [01 ],0,15,To be announced
2065,Fall 2017,CSC 720 [01 ],12,20,Arno Puder
2066,Fall 2017,CSC 745 [01 ],7,10,Hao Yue
2067,Fall 2017,CSC 775 [01 ],5,10,Anagha Kulkarni
2068,Fall 2017,CSC 775 [02 ],1,10,Maryam Hasan
2069,Fall 2017,CSC 780 [01 ],13,20,Christopher Kriese
2070,Fall 2017,CSC 810 [01 ],29,40,Chin Wong
2071,Fall 2017,CSC 841 [01 ],0,10,Jozo Dujmovic
2072,Fall 2017,CSC 848 [01 ],3,5,Anthony Souza
2073,Fall 2017,CSC 848 [02 ],7,10,Anthony Souza
2074,Fall 2017,CSC 857 [01 ],6,20,Rahul Singh
2075,Fall 2017,CSC 867 [01 ],12,10,Jd Roberts
2076,Fall 2017,CSC 872 [01 ],19,20,Kazunori Okada
2077,Fall 2017,CSC 877 [01 ],8,20,Rahul Singh
2078,Fall 2017,CSC 890 [01 ],13,20,Hui Yang
2079,Fall 2017,CSC 893 [01 ],0,10,To be announced
2080,Fall 2017,CSC 895 [01 ],0,0,To be announced
2081,Fall 2017,CSC 897 [01 ],0,24,To be announced
2082,Fall 2017,CSC 898 [01 ],0,0,To be announced
2083,Fall 2017,CSC 899 [01 ],0,15,To be announced
2084,Fall 2017,CSC 720 [01 ],12,20,Arno Puder
2085,Fall 2017,CSC 745 [01 ],7,10,Hao Yue
2086,Fall 2017,CSC 775 [01 ],5,10,Anagha Kulkarni
2087,Fall 2017,CSC 775 [02 ],1,10,Maryam Hasan
2088,Fall 2017,CSC 780 [01 ],13,20,Christopher Kriese
2089,Fall 2017,CSC 810 [01 ],29,40,Chin Wong
2090,Fall 2017,CSC 841 [01 ],0,10,Jozo Dujmovic
2091,Fall 2017,CSC 848 [01 ],3,5,Anthony Souza
2092,Fall 2017,CSC 848 [02 ],7,10,Anthony Souza
2093,Fall 2017,CSC 857 [01 ],6,20,Rahul Singh
2094,Fall 2017,CSC 867 [01 ],12,10,Jd Roberts
2095,Fall 2017,CSC 872 [01 ],19,20,Kazunori Okada
2096,Fall 2017,CSC 877 [01 ],8,20,Rahul Singh
2097,Fall 2017,CSC 890 [01 ],13,20,Hui Yang
2098,Fall 2017,CSC 893 [01 ],0,10,To be announced
2099,Fall 2017,CSC 895 [01 ],0,0,To be announced
2100,Fall 2017,CSC 897 [01 ],0,24,To be announced
2101,Fall 2017,CSC 898 [01 ],0,0,To be announced
2102,Fall 2017,CSC 899 [01 ],0,15,To be announced
2103,Fall 2017,CSC 720 [01 ],12,20,Arno Puder
2104,Fall 2017,CSC 745 [01 ],7,10,Hao Yue
2105,Fall 2017,CSC 775 [01 ],5,10,Anagha Kulkarni
2106,Fall 2017,CSC 775 [02 ],1,10,Maryam Hasan
2107,Fall 2017,CSC 780 [01 ],13,20,Christopher Kriese
2108,Fall 2017,CSC 810 [01 ],29,40,Chin Wong
2109,Fall 2017,CSC 841 [01 ],0,10,Jozo Dujmovic
2110,Fall 2017,CSC 848 [01 ],3,5,Anthony Souza
2111,Fall 2017,CSC 848 [02 ],7,10,Anthony Souza
2112,Fall 2017,CSC 857 [01 ],6,20,Rahul Singh
2113,Fall 2017,CSC 867 [01 ],12,10,Jd Roberts
2114,Fall 2017,CSC 872 [01 ],19,20,Kazunori Okada
2115,Fall 2017,CSC 877 [01 ],8,20,Rahul Singh
2116,Fall 2017,CSC 890 [01 ],13,20,Hui Yang
2117,Fall 2017,CSC 893 [01 ],0,10,To be announced
2118,Fall 2017,CSC 895 [01 ],0,0,To be announced
2119,Fall 2017,CSC 897 [01 ],0,24,To be announced
2120,Fall 2017,CSC 898 [01 ],0,0,To be announced
2121,Fall 2017,CSC 899 [01 ],0,15,To be announced
2122,Spring 2018,CSC 210 [01 ],57,50,Yordanos Mogos
2123,Spring 2018,CSC 210 [02 ],69,65,Duc Ta
2124,Spring 2018,CSC 210 [03 ],61,50,Trevor Gokey
2125,Spring 2018,CSC 210 [04 ],40,40,Andrew Streckfus
2126,Spring 2018,CSC 210 [05 ],45,40,Andrew Streckfus
2127,Spring 2018,CSC 211 [01 ],39,40,Chin Wong
2128,Spring 2018,CSC 220 [01 ],41,40,Chin Wong
2129,Spring 2018,CSC 220 [02 ],48,45,Duc Ta
2130,Spring 2018,CSC 220 [04 ],42,45,Chin Wong
2131,Spring 2018,CSC 220 [05 ],46,45,Christopher Erwin
2132,Spring 2018,CSC 230 [01 ],47,45,Kazunori Okada
2133,Spring 2018,CSC 230 [02 ],41,40,Daniel Tomasevich
2134,Spring 2018,CSC 230 [03 ],42,45,Trevor Gokey
2135,Spring 2018,CSC 230 [04 ],44,40,Trevor Gokey
2136,Spring 2018,CSC 256 [01 ],35,45,Vidhyacharan Bhaskar
2137,Spring 2018,CSC 256 [03 ],117,100,Anthony Souza
2138,Spring 2018,CSC 300GW [01 ],30,25,Daniel Tomasevich
2139,Spring 2018,CSC 300GW [02 ],30,25,Daniel Tomasevich
2140,Spring 2018,CSC 300GW [03 ],30,25,Daniel Tomasevich
2141,Spring 2018,CSC 300GW [04 ],31,25,Daniel Tomasevich
2142,Spring 2018,CSC 309 [01 ],49,50,Andrew Scott
2143,Spring 2018,CSC 340 [01 ],44,45,Hui Yang
2144,Spring 2018,CSC 340 [02 ],45,45,Hui Yang
2145,Spring 2018,CSC 340 [03 ],76,100,Christopher Erwin
2146,Spring 2018,CSC 340 [04 ],40,45,Garo Bournoutian
2147,Spring 2018,CSC 412 [01 ],39,40,Tsun-Yuk Hsu
2148,Spring 2018,CSC 412 [02 ],38,40,Tsun-Yuk Hsu
2149,Spring 2018,CSC 412 [03 ],22,40,Andrew Streckfus
2150,Spring 2018,CSC 412 [04 ],36,40,Andrew Streckfus
2151,Spring 2018,CSC 412 [05 ],35,40,Tsun-Yuk Hsu
2152,Spring 2018,CSC 413 [01 ],20,40,Barry Levine
2153,Spring 2018,CSC 413 [02 ],50,50,Anthony Souza
2154,Spring 2018,CSC 413 [03 ],65,50,Anthony Souza
2155,Spring 2018,CSC 413 [04 ],22,40,Jd Roberts
2156,Spring 2018,CSC 413 [05 ],12,45,Brian Parra
2157,Spring 2018,CSC 415 [01 ],47,50,John Baldwin
2158,Spring 2018,CSC 415 [02 ],71,45,Anthony Souza
2159,Spring 2018,CSC 510 [01 ],62,55,Robert Wall
2160,Spring 2018,CSC 510 [02 ],62,55,Robert Wall
2161,Spring 2018,CSC 520 [01 ],43,50,Matthew Pico
2162,Spring 2018,CSC 600 [01 ],66,100,Jozo Dujmovic
2163,Spring 2018,CSC 600 [02 ],48,50,Jozo Dujmovic
2164,Spring 2018,CSC 621 [01 ],29,30,Kazunori Okada
2165,Spring 2018,CSC 631 [01 ],32,30,Ilmi Yoon
2166,Spring 2018,CSC 641 [01 ],19,30,Jozo Dujmovic
2167,Spring 2018,CSC 648 [01 ],40,35,Anthony Souza
2168,Spring 2018,CSC 648 [02 ],34,35,Anthony Souza
2169,Spring 2018,CSC 656 [01 ],56,45,Tsun-Yuk Hsu
2170,Spring 2018,CSC 665 [01 ],41,40,Ilmi Yoon
2171,Spring 2018,CSC 667 [01 ],33,35,Jd Roberts
2172,Spring 2018,CSC 668 [01 ],21,30,Barry Levine
2173,Spring 2018,CSC 675 [01 ],39,40,Maryam Hasan
2174,Spring 2018,CSC 675 [02 ],43,40,Maryam Hasan
2175,Spring 2018,CSC 690 [01 ],48,40,Axel Ancona Esselmann
2176,Spring 2018,CSC 694 [01 ],5,15,Dragutin Petkovic
2177,Spring 2018,CSC 698 [01 ],33,40,Brian Parra
2178,Spring 2018,CSC 699 [01 ],0,15,To be announced
2179,Spring 2018,CSC 720 [01 ],8,20,Arno Puder
2180,Spring 2018,CSC 775 [01 ],10,10,Maryam Hasan
2181,Spring 2018,CSC 775 [02 ],2,5,Maryam Hasan
2182,Spring 2018,CSC 780 [01 ],11,20,Christopher Kriese
2183,Spring 2018,CSC 821 [01 ],0,10,Kazunori Okada
2184,Spring 2018,CSC 831 [01 ],3,10,Ilmi Yoon
2185,Spring 2018,CSC 841 [01 ],0,8,Jozo Dujmovic
2186,Spring 2018,CSC 845 [01 ],9,20,Hao Yue
2187,Spring 2018,CSC 848 [01 ],6,5,Anthony Souza
2188,Spring 2018,CSC 848 [02 ],4,5,Anthony Souza
2189,Spring 2018,CSC 867 [01 ],5,10,Jd Roberts
2190,Spring 2018,CSC 868 [01 ],3,10,Barry Levine
2191,Spring 2018,CSC 869 [01 ],17,20,Hui Yang
2192,Spring 2018,CSC 874 [01 ],6,20,Rahul Singh
2193,Spring 2018,CSC 890 [01 ],7,20,Rahul Singh
2194,Spring 2018,CSC 893 [01 ],3,15,To be announced
2195,Spring 2018,CSC 895 [01 ],0,5,To be announced
2196,Spring 2018,CSC 897 [01 ],0,5,To be announced
2197,Spring 2018,CSC 898 [01 ],0,5,To be announced
2198,Spring 2018,CSC 899 [01 ],0,10,To be announced
2199,Spring 2018,CSC 898 [01 ],0,5,To be announced
2200,Spring 2018,CSC 899 [01 ],0,10,To be announced
2201,Spring 2018,CSC 898 [01 ],0,5,To be announced
2202,Spring 2018,CSC 899 [01 ],0,10,To be announced
2203,Fall 2018,CSC 110 [01 ],25,30,Ilmi Yoon
2204,Fall 2018,CSC 210 [01 ],48,50,Yordanos Mogos
2205,Fall 2018,CSC 210 [02 ],49,50,Christopher Erwin
2206,Fall 2018,CSC 210 [03 ],47,40,Vidhyacharan Bhaskar
2207,Fall 2018,CSC 210 [05 ],39,40,Vidhyacharan Bhaskar
2208,Fall 2018,CSC 211 [01 ],23,40,Chin Wong
2209,Fall 2018,CSC 220 [01 ],42,40,Chin Wong
2210,Fall 2018,CSC 220 [02 ],41,40,Chin Wong
2211,Fall 2018,CSC 220 [03 ],64,45,Duc Ta
2212,Fall 2018,CSC 220 [04 ],45,45,Abeer AlJarrah
2213,Fall 2018,CSC 230 [01 ],40,40,Daniel Tomasevich
2214,Fall 2018,CSC 230 [02 ],53,45,Daniel Tomasevich
2215,Fall 2018,CSC 230 [03 ],45,40,Pooyan Fazli
2216,Fall 2018,CSC 256 [01 ],60,45,Tsun-Yuk Hsu
2217,Fall 2018,CSC 256 [02 ],49,45,Tsun-Yuk Hsu
2218,Fall 2018,CSC 300GW [01 ],30,25,Daniel Tomasevich
2219,Fall 2018,CSC 300GW [02 ],30,25,Daniel Tomasevich
2220,Fall 2018,CSC 300GW [03 ],31,25,Daniel Tomasevich
2221,Fall 2018,CSC 300GW [04 ],29,25,Matthew Farrer
2222,Fall 2018,CSC 340 [01 ],39,45,Hui Yang
2223,Fall 2018,CSC 340 [02 ],47,45,Hui Yang
2224,Fall 2018,CSC 340 [03 ],49,45,Duc Ta
2225,Fall 2018,CSC 340 [04 ],56,45,Duc Ta
2226,Fall 2018,CSC 340 [05 ],65,45,Duc Ta
2227,Fall 2018,CSC 412 [01 ],44,40,Tsun-Yuk Hsu
2228,Fall 2018,CSC 412 [02 ],44,40,Charlie Tuttle
2229,Fall 2018,CSC 412 [03 ],41,40,Charlie Tuttle
2230,Fall 2018,CSC 412 [04 ],42,40,Charlie Tuttle
2231,Fall 2018,CSC 413 [01 ],65,45,Anthony Souza
2232,Fall 2018,CSC 413 [02 ],47,45,Anthony Souza
2233,Fall 2018,CSC 413 [03 ],27,40,Raymond Zavodnik
2234,Fall 2018,CSC 413 [04 ],35,40,Brian Parra
2235,Fall 2018,CSC 415 [01 ],76,70,Anthony Souza
2236,Fall 2018,CSC 415 [02 ],76,55,Anthony Souza
2237,Fall 2018,CSC 510 [01 ],49,45,Robert Wall
2238,Fall 2018,CSC 510 [02 ],76,60,Robert Wall
2239,Fall 2018,CSC 510 [03 ],38,40,Rahul Singh
2240,Fall 2018,CSC 520 [01 ],48,45,Matthew Pico
2241,Fall 2018,CSC 520 [02 ],41,40,Raymond Zavodnik
2242,Fall 2018,CSC 600 [01 ],74,40,Jozo Dujmovic
2243,Fall 2018,CSC 600 [02 ],69,70,Jozo Dujmovic
2244,Fall 2018,CSC 645 [01 ],23,35,Hao Yue
2245,Fall 2018,CSC 648 [01 ],38,35,Anthony Souza
2246,Fall 2018,CSC 648 [02 ],48,35,Anthony Souza
2247,Fall 2018,CSC 656 [01 ],76,50,Vidhyacharan Bhaskar
2248,Fall 2018,CSC 658 [01 ],56,40,Abeer AlJarrah
2249,Fall 2018,CSC 665 [01 ],40,40,Pooyan Fazli
2250,Fall 2018,CSC 667 [01 ],31,40,Jd Roberts
2251,Fall 2018,CSC 675 [01 ],38,40,Maryam Hasan
2252,Fall 2018,CSC 675 [02 ],24,40,Maryam Hasan
2253,Fall 2018,CSC 690 [02 ],72,40,Axel Ancona Esselmann
2254,Fall 2018,CSC 694 [01 ],0,36,To be announced
2255,Fall 2018,CSC 699 [01 ],0,15,To be announced
2256,Fall 2018,CSC 720 [01 ],21,20,Arno Puder
2257,Fall 2018,CSC 745 [01 ],9,10,Hao Yue
2258,Fall 2018,CSC 775 [01 ],3,10,Maryam Hasan
2259,Fall 2018,CSC 775 [02 ],12,5,Maryam Hasan
2260,Fall 2018,CSC 780 [01 ],17,20,Christopher Kriese
2261,Fall 2018,CSC 810 [01 ],20,20,Chin Wong
2262,Fall 2018,CSC 847 [01 ],17,20,Hui Yang
2263,Fall 2018,CSC 848 [01 ],5,5,Anthony Souza
2264,Fall 2018,CSC 848 [02 ],5,5,Anthony Souza
2265,Fall 2018,CSC 849 [01 ],23,20,Anagha Kulkarni
2266,Fall 2018,CSC 867 [01 ],4,5,Jd Roberts
2267,Fall 2018,CSC 874 [01 ],11,20,Rahul Singh
2268,Fall 2018,CSC 876 [01 ],8,20,Jozo Dujmovic
2269,Fall 2018,CSC 895 [01 ],0,0,To be announced
2270,Fall 2018,CSC 897 [01 ],0,24,To be announced
2271,Fall 2018,CSC 898 [01 ],0,0,To be announced
